lab,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2020-08-13 16:06:09,32.0,44.5,18.4,065012943
2,2020-08-13 16:07:09,32.0,44.5,18.4
3,2020-08-13 16:08:09,32.0,44.5,18.4
4,2020-08-13 16:09:09,32.0,44.5,18.4
5,2020-08-13 16:10:09,32.0,44.5,18.4
6,2020-08-13 16:11:09,31.5,45.0,18.1
7,2020-08-13 16:12:09,31.5,45.0,18.1
8,2020-08-13 16:13:09,31.5,45.0,18.1
9,2020-08-13 16:14:09,31.5,45.5,18.3
10,2020-08-13 16:15:09,31.5,45.5,18.3
11,2020-08-13 16:16:09,31.0,45.5,17.8
12,2020-08-13 16:17:09,31.0,46.5,18.2
13,2020-08-13 16:18:09,30.5,47.0,17.9
14,2020-08-13 16:19:09,30.5,47.5,18.1
15,2020-08-13 16:20:09,30.5,47.5,18.1
16,2020-08-13 16:21:09,30.5,47.5,18.1
17,2020-08-13 16:22:09,30.5,47.0,17.9
18,2020-08-13 16:23:09,30.5,47.0,17.9
19,2020-08-13 16:24:09,30.5,47.0,17.9
20,2020-08-13 16:25:09,30.5,47.0,17.9
21,2020-08-13 16:26:09,30.5,47.0,17.9
22,2020-08-13 16:27:09,30.5,47.5,18.1
23,2020-08-13 16:28:09,30.5,47.5,18.1
24,2020-08-13 16:29:09,30.5,47.5,18.1
25,2020-08-13 16:30:09,30.5,47.5,18.1
26,2020-08-13 16:31:09,30.5,47.5,18.1
27,2020-08-13 16:32:09,30.0,47.5,17.6
28,2020-08-13 16:33:09,30.5,48.0,18.2
29,2020-08-13 16:34:09,30.5,47.5,18.1
30,2020-08-13 16:35:09,30.5,47.5,18.1
31,2020-08-13 16:36:09,30.5,47.5,18.1
32,2020-08-13 16:37:09,30.5,47.5,18.1
33,2020-08-13 16:38:09,30.5,47.5,18.1
34,2020-08-13 16:39:09,30.5,47.5,18.1
35,2020-08-13 16:40:09,30.0,48.0,17.8
36,2020-08-13 16:41:09,30.0,48.0,17.8
37,2020-08-13 16:42:09,30.0,48.0,17.8
38,2020-08-13 16:43:09,30.0,48.5,18.0
39,2020-08-13 16:44:09,30.0,48.5,18.0
40,2020-08-13 16:45:09,30.0,48.5,18.0
41,2020-08-13 16:46:09,30.0,48.5,18.0
42,2020-08-13 16:47:09,30.0,48.5,18.0
43,2020-08-13 16:48:09,30.0,48.5,18.0
44,2020-08-13 16:49:09,30.0,48.5,18.0
45,2020-08-13 16:50:09,30.0,48.5,18.0
46,2020-08-13 16:51:09,30.0,48.0,17.8
47,2020-08-13 16:52:09,30.5,48.0,18.2
48,2020-08-13 16:53:09,30.5,48.0,18.2
49,2020-08-13 16:54:09,30.5,48.0,18.2
50,2020-08-13 16:55:09,30.5,48.0,18.2
51,2020-08-13 16:56:09,30.5,48.0,18.2
52,2020-08-13 16:57:09,30.5,48.0,18.2
53,2020-08-13 16:58:09,30.5,47.5,18.1
54,2020-08-13 16:59:09,30.5,48.0,18.2
55,2020-08-13 17:00:09,30.5,48.0,18.2
56,2020-08-13 17:01:09,30.5,48.0,18.2
57,2020-08-13 17:02:09,30.5,48.0,18.2
58,2020-08-13 17:03:09,30.5,48.0,18.2
59,2020-08-13 17:04:09,30.5,47.5,18.1
60,2020-08-13 17:05:09,30.5,47.5,18.1
61,2020-08-13 17:06:09,30.5,47.5,18.1
62,2020-08-13 17:07:09,30.5,47.5,18.1
63,2020-08-13 17:08:09,30.5,47.5,18.1
64,2020-08-13 17:09:09,30.5,47.5,18.1
65,2020-08-13 17:10:09,30.5,47.5,18.1
66,2020-08-13 17:11:09,30.5,47.5,18.1
67,2020-08-13 17:12:09,30.5,47.5,18.1
68,2020-08-13 17:13:09,30.5,47.5,18.1
69,2020-08-13 17:14:09,30.5,47.5,18.1
70,2020-08-13 17:15:09,30.5,47.5,18.1
71,2020-08-13 17:16:09,30.5,47.5,18.1
72,2020-08-13 17:17:09,30.5,47.5,18.1
73,2020-08-13 17:18:09,30.5,47.5,18.1
74,2020-08-13 17:19:09,30.5,47.0,17.9
75,2020-08-13 17:20:09,30.5,47.0,17.9
76,2020-08-13 17:21:09,30.5,47.0,17.9
77,2020-08-13 17:22:09,30.5,47.0,17.9
78,2020-08-13 17:23:09,30.5,47.5,18.1
79,2020-08-13 17:24:09,30.5,47.5,18.1
80,2020-08-13 17:25:09,30.5,47.5,18.1
81,2020-08-13 17:26:09,30.5,47.5,18.1
82,2020-08-13 17:27:09,30.5,47.5,18.1
83,2020-08-13 17:28:09,30.5,47.5,18.1
84,2020-08-13 17:29:09,30.5,47.0,17.9
85,2020-08-13 17:30:09,30.5,47.0,17.9
86,2020-08-13 17:31:09,30.5,47.0,17.9
87,2020-08-13 17:32:09,30.5,47.0,17.9
88,2020-08-13 17:33:09,30.5,47.0,17.9
89,2020-08-13 17:34:09,30.5,47.0,17.9
90,2020-08-13 17:35:09,30.5,47.5,18.1
91,2020-08-13 17:36:09,30.5,47.5,18.1
92,2020-08-13 17:37:09,30.5,47.5,18.1
93,2020-08-13 17:38:09,30.5,47.5,18.1
94,2020-08-13 17:39:09,30.5,47.5,18.1
95,2020-08-13 17:40:09,30.5,47.5,18.1
96,2020-08-13 17:41:09,30.5,47.5,18.1
97,2020-08-13 17:42:09,30.5,47.5,18.1
98,2020-08-13 17:43:09,30.5,47.5,18.1
99,2020-08-13 17:44:09,30.5,47.5,18.1
100,2020-08-13 17:45:09,30.5,47.5,18.1
101,2020-08-13 17:46:09,30.5,47.5,18.1
102,2020-08-13 17:47:09,30.5,47.5,18.1
103,2020-08-13 17:48:09,30.5,47.5,18.1
104,2020-08-13 17:49:09,30.5,47.0,17.9
105,2020-08-13 17:50:09,30.5,47.5,18.1
106,2020-08-13 17:51:09,30.5,47.0,17.9
107,2020-08-13 17:52:09,31.0,47.0,18.4
108,2020-08-13 17:53:09,31.0,47.0,18.4
109,2020-08-13 17:54:09,31.0,47.0,18.4
110,2020-08-13 17:55:09,31.0,47.0,18.4
111,2020-08-13 17:56:09,30.5,47.5,18.1
